K&A,DD,AoW,AoM,DV,WT,Cluster
0.0661855536050972,0.15689381933438984,0.10543324580892749,0.006792613033326261,0.27210241429676085,0.02185792349726776,1
0.0001950458357714152,0.0,0.00040395879620279407,0.0003184037359371672,0.0002147950854884395,0.0,0
0.0027956569793901737,0.0023771790808240767,0.001346529320675957,0.0019104224156230101,0.003136008248131275,0.0,0
0.0004551069501332883,0.0,0.0003366323301690066,0.0,0.00012887705129306648,0.0,0
0.0,0.0,6.732646603380132e-05,0.0,0.00017183606839074606,0.0,0
0.0,0.0,0.0,0.0,4.2959017097679575e-05,0.0,1
0.00052012222872376,0.0023771790808240767,0.0033663233016899136,0.003184037359371686,8.591803419537303e-05,0.0,1
0.0025355958650282867,0.0,0.004510873224264453,0.0,0.00038663115387918556,0.0,0
0.09466224562772252,0.03922345483359745,0.0605264929643843,0.0020165569942687325,0.0947675917175015,0.005464480874316939,0
0.011962811260646258,0.039619651347068144,0.09762337574900694,0.014009764381235409,0.03144600051550819,0.0,0
0.0007801833430856331,0.0007923930269413404,0.0020197939810139565,0.0008490766291657861,0.0004725491880745586,0.0,0
0.059553995188869384,0.01901743264659271,0.05399582575910591,0.011037996179155171,0.1757023799295472,0.0,0
0.022365255835121257,0.08399366085578447,0.0255840570928432,0.0633623434514965,0.08913996047770427,0.0,0
0.006631558416227826,0.0007923930269413404,0.019255369285666193,0.0030779027807259635,0.009794655898273039,0.0,0
0.042780053312528446,0.0019809825673533926,0.05588096680805225,0.03937592867756315,0.0032648852994243416,0.0,0
0.018399323841102662,0.10182250396196513,0.01972665454790279,0.0038208448312460203,0.02534582008763639,0.00728597449908925,0
0.02028476692022626,0.10340729001584786,0.10671244866356965,0.007535555083846322,0.08089182919494801,0.0,0
0.00838697093817048,0.00832012678288431,0.15747660405305325,0.018573551263001486,0.14103445313171234,0.0,0
0.0044860542227423555,0.0,0.0016831616508449498,0.0,0.0008591803419537719,0.0,1
0.0012352902932189075,0.0003961965134706841,0.0029623645054871195,0.0,0.00012887705129306648,0.0,1
0.0,0.0015847860538827224,0.0032989968356561122,0.0004245383145828896,0.0,0.0,1
0.0005851375073142318,0.0,0.0004712852622365954,0.0,0.0,0.0,1
0.03556335738898641,0.13232963549920762,0.15067663098363965,0.01952876247081299,0.07178451757023799,0.0,1
0.021390026656264223,0.03922345483359745,0.020736551538409767,0.004563786881766084,0.03131712346421513,0.0,1
0.1007086665366361,0.143026941362916,0.1685181444825961,0.002971768202080241,0.25762522553483974,0.0,1
0.00013003055718094347,0.0,0.0025584057092843393,0.0,0.00017183606839074606,0.0,1
0.05090696313633704,0.08518225039619651,0.11876388608361947,0.07057949479940565,0.07088237821118652,0.0,1
0.0027956569793901737,0.013470681458003161,0.010839561031441472,0.0001061345786457224,0.018859008505885372,0.0,1
0.008126909823808606,0.024960380348652923,0.006732646603379799,0.009445977499469332,0.011684852650571342,0.0,1
6.501527859047174e-05,0.0,0.0007405911263717729,0.0001061345786457224,0.0002147950854884395,0.0,0
0.0029256875365711033,0.0011885895404120383,0.002087120447047744,0.0009552112078115085,0.003221926282326648,0.0,0
0.0005851375073142318,0.0,0.0003366323301690066,0.0,0.0002147950854884395,0.0,0
0.00013003055718094347,0.0003961965134706841,6.732646603380132e-05,0.0,0.00012887705129306648,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0001950458357714152,0.0015847860538827224,0.004039587962027885,0.0027594990447887963,0.0002577541025861191,0.0,1
0.003315779208113906,0.0003961965134706841,0.004241567360129275,0.0002122691572914448,0.0006014262393676251,0.0,0
0.10038359014368375,0.04160063391442155,0.08685114118359927,0.001061345786457231,0.10945957556491107,0.0,0
0.011572719589103442,0.04080824088748019,0.10758769272200902,0.015177244746338359,0.030801615259042875,0.0018214936247723107,0
0.0006501527859047035,0.0,0.0012118763886083683,0.0007429420505200637,0.0006014262393676251,0.0,0
0.06143943826799298,0.019809825673534065,0.04955227900087525,0.014646571853109747,0.21380702809519717,0.0,0
0.028021585072492035,0.10103011093502377,0.03272066249242578,0.05211207811504988,0.09682962453819056,0.0,0
0.0070866653663611,0.0011885895404120383,0.01851477815929442,0.0032901719380174083,0.011126385428301397,0.0,0
0.047006046420908915,0.003961965134706799,0.06463340739244597,0.036828698790065804,0.005799467308187992,0.0,0
0.026656264222092198,0.11133122028526149,0.027873156937992333,0.004669921460411806,0.028696623421256118,0.009107468123861567,0
0.021325011377673758,0.09667194928684628,0.11331044233488184,0.004033113988537465,0.09145974740097945,0.0,0
0.013133086275274701,0.009904912836767032,0.17121120312394802,0.02356187645935046,0.1592920353982301,0.0,0
0.005136207008647031,0.0,0.002827711573419517,0.0,0.000429590170976879,0.0,1
0.001625381964761724,0.0023771790808240767,0.003837608563926495,0.0,0.0005584672222699594,0.0,1
6.501527859047174e-05,0.0,0.003433649767723701,0.0,4.2959017097679575e-05,0.0,1
0.0001950458357714152,0.0,0.00020197939810140397,0.0002122691572914448,0.00012887705129306648,0.0,1
0.03751381574670047,0.18106180665610142,0.1625934154716219,0.02621524092549353,0.029813557865796023,0.02185792349726776,1
0.027176386450815944,0.05150554675118858,0.021140510334612533,0.006368074718743368,0.03441017269524872,0.0036429872495446283,1
0.10096872765099799,0.1561014263074485,0.17383693529926614,0.0032901719380174083,0.3023455623335338,0.005464480874316939,1
0.0004551069501332883,0.0,0.0009425705244731769,0.0,0.0002577541025861191,0.0,1
0.004030947272609067,0.013866877971473845,0.01393657846899618,0.0,0.020233697053011424,0.0,1
0.011897795982055787,0.03169572107765451,0.01030094930317109,0.011993207386966676,0.015379328120972577,0.0,1
0.07795331902997205,0.17630744849445323,0.12367871810408672,0.006686478454680539,0.3184981527622648,0.0018214936247723107,1
0.0003250763929523587,0.0,0.0009425705244731769,0.0004245383145828896,0.00030071311968381254,0.0,0
0.0037058708796567225,0.003961965134706799,0.001346529320675957,0.0013797495223943981,0.00438181974396426,0.0,0
0.0009102139002665766,0.0003961965134706841,0.0003366323301690066,0.0001061345786457224,0.0002147950854884395,0.0,0
6.501527859047174e-05,0.0,0.00013465293206761653,0.0,8.591803419537303e-05,0.0,0
0.0,0.0,0.0,0.0,4.2959017097679575e-05,0.0,1
0.0008451986216761048,0.0011885895404120383,0.00377028209789268,0.004139248567183191,0.0008162213248560785,0.0,1
0.0028606722579806315,0.0,0.004847505554433459,0.0001061345786457224,0.0008591803419537719,0.0,0
0.09563747480657954,0.039619651347068144,0.05312058170066653,0.001061345786457231,0.1288770512930664,0.0,0
0.01176776542487485,0.039619651347068144,0.10428869588635292,0.011780938229675231,0.035398230088495575,0.0,0
0.0004551069501332883,0.0007923930269413404,0.001346529320675957,0.0007429420505200637,0.0006014262393676251,0.0,0
0.07080163838502047,0.016640253565768606,0.055342355079781864,0.012736149437486737,0.25032219262823263,0.0,0
0.0360184643391197,0.10657686212361331,0.028075136336093737,0.043409042666100614,0.1036171492396254,0.0,0
0.009752291788570316,0.003169572107765445,0.02167912206288293,0.003502441095308853,0.014691983847409579,0.0,0
0.045965801963461415,0.003565768621236129,0.06638389550932472,0.03746550626194014,0.007560787009193229,0.0,0
0.03471815876731032,0.12004754358161648,0.023025651383558873,0.001592018679685843,0.03441017269524872,0.0,0
0.02535595865028282,0.09944532488114104,0.12307277990978253,0.002971768202080241,0.10769825586390583,0.0,0
0.011507704310512977,0.010697305863708387,0.17666464687268563,0.02780725960517937,0.17179310937365752,0.0,0
0.005396268123008904,0.0,0.004712852622365857,0.0,0.0006443852564653324,0.0,1
0.0014303361289903088,0.0007923930269413404,0.003029690971520907,0.0001061345786457224,0.0008162213248560785,0.0,1
0.0,0.0,0.004443546758230679,0.0,8.591803419537303e-05,0.0,1
0.00039009167154281654,0.0,0.0005386117282703828,0.0001061345786457224,0.0,0.0,1
0.04291008386970939,0.18264659270998418,0.18683094324378913,0.02557843345361919,0.03127416444711745,0.0,1
0.03543332683180548,0.05269413629160063,0.028748400996431694,0.005094459774994696,0.04171320560185582,0.0,1
0.11013588193225407,0.17393026941362916,0.16676765636571736,0.002971768202080241,0.35097516968811754,0.0,1
0.0005851375073142318,0.0,0.0008752440584393895,0.0,0.00030071311968381254,0.0,1
0.005266237565827975,0.01426307448494453,0.01642765771224669,0.0004245383145828896,0.023412664318240392,0.0,1
0.014758468240036411,0.02773375594294769,0.009829664040934494,0.006686478454680539,0.019890024916229904,0.0,1
0.0005851375073142318,0.0003961965134706841,0.0014138557867097723,0.0002122691572914448,0.0007732623077583989,0.0,0
0.002990702815161561,0.0003961965134706841,0.0021544469130815452,0.0011674803651029533,0.004811409914941139,0.0,0
0.00039009167154281654,0.0,0.0,0.0,0.00012887705129306648,0.0,0
6.501527859047174e-05,0.0003961965134706841,0.0,0.0,0.00012887705129306648,0.0,0
0.0,0.0,0.00013465293206761653,0.0,8.591803419537303e-05,0.0,1
0.0009102139002665766,0.0007923930269413404,0.005992055477008026,0.0033963065166631307,0.0007303032906607054,0.0,1
0.003055718093752033,0.0,0.004847505554433459,0.0001061345786457224,0.0005584672222699594,0.0,0
0.11631233339834861,0.04080824088748019,0.08563926479499091,0.0002122691572914448,0.14941146146576167,0.0,0
0.014043300175541257,0.04199683042789223,0.10913620144078637,0.013266822330715348,0.03853423833662685,0.0,0
0.0018204278005331254,0.0007923930269413404,0.0021544469130815452,0.0012736149437486757,0.000515508205172252,0.0,0
0.07275209674273454,0.010697305863708387,0.05574631387598466,0.012948418594778181,0.26179225019331553,0.0,0
0.04186983941226188,0.1196513470681458,0.02928701272470209,0.06421142008066227,0.10460520663287223,0.0,0
0.008907093166894225,0.0011885895404120383,0.019861307479970378,0.004351517724474636,0.014734942864507244,0.0,0
0.04265002275534751,0.00832012678288431,0.06295024574160102,0.03141583527913394,0.006959360769825576,0.0,0
0.026331187829139853,0.1026148969889065,0.13155591463004107,0.004669921460411806,0.11332588710370306,0.0018214936247723107,0
0.010792536246017823,0.012282091917591123,0.1848111492627752,0.027382721290596476,0.17776441275023624,0.0,0
0.005656329237370791,0.0003961965134706841,0.003837608563926495,0.0,0.001202852478735278,0.0,1
0.001625381964761724,0.0007923930269413404,0.003635629165825091,0.0004245383145828896,0.0013746885471260378,0.0,1
6.501527859047174e-05,0.0,0.0052514643506362535,0.0,0.0002147950854884395,0.0,1
0.0004551069501332883,0.0,0.0010098969905069782,0.0001061345786457224,0.00017183606839074606,0.0,1
0.0495416422859372,0.15887480190174325,0.1873022285060257,0.029929951178093824,0.06950768966406048,0.0,1
0.033417853195500946,0.05071315372424722,0.02612266882111358,0.005200594353640418,0.04227167282412578,0.0,1
0.1211234640140433,0.17393026941362916,0.16966269440517068,0.0020165569942687325,0.34852650571354926,0.0,1
0.00026006111436188695,0.0,0.0012792028546421835,0.0,0.0002147950854884395,0.0,1
0.007151680644951558,0.00633914421553089,0.02329495724769408,0.0004245383145828896,0.031574877566801274,0.0,1
0.014433391847084066,0.028922345483359736,0.008079175924055756,0.03247718106559117,0.014606065813214178,0.0,1
0.0008451986216761048,0.0007923930269413404,0.0016158351848111624,0.0003184037359371672,0.0011169344445399049,0.0,0
0.002730641700799702,0.0011885895404120383,0.0012792028546421835,0.0002122691572914448,0.002104991837786757,0.0,0
0.0007151680644951613,0.0,0.0002693058641352053,0.0,0.00017183606839074606,0.0,0
6.501527859047174e-05,0.0,0.00013465293206761653,0.0001061345786457224,0.0002147950854884395,0.0,0
6.501527859047174e-05,0.0,0.0,0.0,4.2959017097679575e-05,0.0,1
0.0005851375073142318,0.0007923930269413404,0.004376220292196864,0.0022288261515601773,0.000515508205172252,0.0,1
0.0018204278005331254,0.0,0.0039049350299602964,0.0006368074718743413,0.0005584672222699594,0.0,0
0.13601196281126066,0.06735340729001585,0.09035211741735677,0.001061345786457231,0.18893375719563535,0.0018214936247723107,0
0.014888498797217355,0.05071315372424722,0.10758769272200902,0.016132455954149864,0.038362402268236104,0.0,0
0.0014303361289903088,0.0011885895404120383,0.002491079243250524,0.001061345786457231,0.0009021393590514654,0.0,0
0.0755477537221247,0.009508716323296348,0.04894634080657107,0.012099341965612399,0.23653234813987456,0.0,0
0.04284506859111892,0.11133122028526149,0.030364236181242857,0.06421142008066227,0.1124237477446516,0.0,0
0.007931863988037191,0.0003961965134706841,0.02140981619874774,0.003926979409891743,0.012200360855743608,0.0,0
0.053637604837136726,0.004754358161648167,0.06544132498485156,0.03937592867756315,0.008419967351147,0.0,0
0.03361289903127235,0.11687797147385104,0.018582104625328222,0.008809170027594994,0.03050090213935905,0.010928961748633878,0
0.02652623366491126,0.1045958795562599,0.14717565474988217,0.006792613033326261,0.13682446945613885,0.0036429872495446283,0
0.011247643196151097,0.007923930269413612,0.17100922372584662,0.0419231585650605,0.17213678151043904,0.0,0
0.006306482023275481,0.0,0.002625732175318113,0.0002122691572914448,0.0010739754274422114,0.0,1
0.0016903972433521958,0.0,0.004847505554433459,0.0001061345786457224,0.001031016410344518,0.0018214936247723107,1
0.0,0.0,0.0041069144280616865,0.0001061345786457224,0.00017183606839074606,0.0,1
0.0006501527859047035,0.0,0.0007405911263717729,0.0,0.0,0.0,1
0.051947207593784545,0.15213946117274169,0.1815794788931529,0.022288261515601787,0.08793710799896898,0.0018214936247723107,1
0.03335283791691048,0.04992076069730586,0.02147714266478154,0.003502441095308853,0.04557951714064781,0.0,1
0.00039009167154281654,0.0,0.0006732646603379994,0.0,0.0002577541025861191,0.0,1
0.0736623106430011,0.0768621236133122,0.08361947081397697,0.05317342390150711,0.06272016496262565,0.0,1
0.005981405630323136,0.011489698890649755,0.02585336295697839,0.0005306728932286189,0.035011598934616375,0.0,1
0.016058773811845783,0.037242472266244046,0.008011849458021955,0.026427510082784975,0.015508205172265657,0.0,1
0.0009102139002665766,0.0003961965134706841,0.0020197939810139565,0.0007429420505200637,0.0009021393590514654,0.0,0
0.0023405500292568854,0.0007923930269413404,0.0017504881168787512,0.0002122691572914448,0.00219090987198213,0.0,0
0.0005851375073142318,0.0,0.00013465293206761653,0.0001061345786457224,0.00012887705129306648,0.0,0
0.0,0.0,0.0002693058641352053,0.0001061345786457224,0.00012887705129306648,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0008451986216761048,0.0,0.0035683026997912898,0.0016981532583315653,0.000429590170976879,0.0,1
0.002990702815161561,0.0,0.00565542314683902,0.0001061345786457224,0.000515508205172252,0.0,0
0.17989727585982704,0.06933438985736926,0.09425705244731704,0.002122691572914455,0.23240828249849643,0.0,0
0.01813926272674079,0.04556259904912836,0.11485895105365919,0.019316493313521546,0.03698771372111005,0.0036429872495446283,0
0.0011702750146284358,0.0003961965134706841,0.0024237527772167367,0.0016981532583315653,0.0007303032906607054,0.0,0
0.0838697093817047,0.007527733755942942,0.044974079310576995,0.011674803651029509,0.2405704957470573,0.0,0
0.0464209089135947,0.11251980982567353,0.03204739783208781,0.061558055614519214,0.11684852650571355,0.0,0
0.01053247513165595,0.0007923930269413404,0.02356426311182927,0.008278497134366378,0.011813729701864423,0.0,0
0.05461283401599376,0.003565768621236129,0.06988487174308221,0.02780725960517937,0.009064352607612333,0.0,0
0.04525063389896626,0.10935023771790808,0.016494984178280492,0.0016981532583315653,0.02792336111349772,0.014571948998178506,0
0.038098953254014696,0.098256735340729,0.1712785295899818,0.008809170027594994,0.14782197783314716,0.0,0
0.011962811260646258,0.00871632329635498,0.19767050427523059,0.05699426873275313,0.2060744050176132,0.0,0
0.006956634809180157,0.0,0.002087120447047744,0.0,0.0007732623077583989,0.0,1
0.002405565307847357,0.0,0.003231670369622297,0.0,0.001031016410344518,0.0,1
0.0,0.0,0.005049484952534863,0.0,0.00012887705129306648,0.0,1
0.00039009167154281654,0.0,0.0008752440584393895,0.0003184037359371672,4.2959017097679575e-05,0.0,1
0.05929393407450751,0.15372424722662442,0.19558338382818286,0.024623222245807687,0.08879628834092275,0.009107468123861567,1
0.037448800468110006,0.04793977812995245,0.02349693664579547,0.004033113988537465,0.04996133688461208,0.0,1
0.00039009167154281654,0.0003961965134706841,0.0007405911263717729,0.0,0.00012887705129306648,0.0,1
0.09518236785644626,0.06537242472266244,0.09459368477748603,0.06771386117597113,0.06744565684337142,0.0,1
0.005916390351732664,0.009904912836767032,0.02531475122870802,0.0009552112078115085,0.04025259902053441,0.0,1
0.01618880436902672,0.029714738510301097,0.00841580825422475,0.01751220547654426,0.014348311710628059,0.0,1
0.00052012222872376,0.0,0.002087120447047744,0.001061345786457231,0.00038663115387918556,0.0,0
0.0018204278005331254,0.0019809825673533926,0.0019524675149801551,0.0004245383145828896,0.0017613197010052373,0.0,0
0.0006501527859047035,0.0,0.0007405911263717729,0.0002122691572914448,0.00012887705129306648,0.0,0
0.00013003055718094347,0.0,0.00013465293206761653,0.0,0.00012887705129306648,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,1
0.0009102139002665766,0.0003961965134706841,0.0030970174375547083,0.0023349607302058997,0.00030071311968381254,0.0,1
0.0039009167154281377,0.0,0.0,0.0,0.0007732623077583989,0.0,0
0.0237305766855211,0.041204437400950866,0.0,0.018467416684355763,0.035827820259472454,0.0273224043715847,0
0.001105259736037964,0.0003961965134706841,0.0,0.0012736149437486757,0.0007732623077583989,0.032786885245901634,0
0.01241791821077954,0.0015847860538827224,0.0,0.0065803438760348165,0.010267205086347625,0.0036429872495446283,0
0.06651062999804955,0.004358161648177483,0.0,0.03714710252600297,0.012286278889938995,0.0018214936247723107,0
0.04291008386970939,0.11172741679873217,0.0,0.0007429420505200637,0.02830999226737692,0.0273224043715847,0
0.0075417723164943745,0.0003961965134706841,0.0,0.0,0.0016754016668098504,0.0,1
